danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,song_uri,name,mode_major,mode_minor
0.669,0.801,8,-5.445,0.136,0.268,0.0,0.0594,0.541,109.919,4,4PkIDTPGedm0enzdvilLNd,Sixteen,1,0
0.675,0.675,4,-6.744,0.0477,0.174,0.0,0.161,0.498,119.998,4,42xW9NF3D8cmflJhmFYkUF,Mer av mig,1,0
0.58,0.354,7,-5.722,0.0419,0.725,0.0,0.118,0.214,72.049,4,4unF8ldGPeedLz8HRIvgxg,Got It In You - Acoustic,1,0
0.477,0.52,9,-7.582,0.395,0.679,4.34e-06,0.0978,0.383,171.895,4,1vkUmedJVhScV9MmRsLGSY,Just You and I - Acoustic,1,0
0.561,0.811,4,-6.157,0.0265,0.00515,3.6e-05,0.287,0.635,126.593,4,2RWFncSWZEhSRRifqiDNVV,Run To You,1,0
0.446,0.708,1,-8.38,0.0693,0.147,0.0,0.094,0.317,155.418,3,2GqmEB1nvaeimGCPiTxiWY,How Can You Sleep at Night?,0,1
0.757,0.651,9,-6.373,0.0655,0.32,1.52e-05,0.253,0.434,98.043,4,6XOkqE0l7midd8y5BC5yQH,Evil,1,0
0.812,0.472,1,-6.806,0.0603,0.26,0.0,0.285,0.457,92.951,4,7cM9Kqto11iJpY2RwgVJSq,Flare Guns,0,1
0.663,0.38,10,-7.462,0.0473,0.501,0.0,0.169,0.476,80.077,4,6C56edNssJGjkPi3BnrGwP,Team,1,0
0.613,0.512,6,-8.341,0.0383,0.283,1.42e-05,0.123,0.177,146.013,4,4UbOwTSBizbJtTFqrBUGdM,Hell,1,0
0.494,0.471,10,-8.526,0.215,0.632,0.000141,0.102,0.407,95.227,4,48khCAQwGoX43sPlR87Rri,Someone Else,1,0
0.383,0.102,2,-14.066,0.0501,0.978,2.56e-05,0.135,0.038,77.447,1,3i1kSF9lmVAvbt4LiPwkx8,Sleeping With Roses,1,0
0.356,0.345,1,-9.184,0.054,0.504,0.0,0.198,0.127,174.871,4,5PdkO9RT7Z3ANCsaDzLOEp,Water on the Bridge,0,1
0.373,0.569,10,-7.846,0.0515,0.205,4.19e-05,0.377,0.274,89.918,4,5tVmNtMvCCABF6u2IyLLjX,Next Up Forever,1,0
0.55,0.58,4,-7.687,0.0784,0.206,1.02e-06,0.119,0.484,82.27,4,3bjLCKsBNSFyx6Gfsb7X4h,love ride,0,1
0.732,0.856,11,-2.2,0.0929,0.0828,0.0,0.323,0.771,145.034,4,2tOOcDDYkh0PSjr6GwPEAJ,Love Me Less (feat. Quinn XCII),0,1
0.539,0.517,5,-6.999,0.0272,0.0956,0.0,0.111,0.408,82.987,4,392snxgncTS2SKFgz64Lj3,Finale (Can't Wait To See What You Do Next),1,0
0.528,0.727,6,-5.739,0.179,0.0557,0.0,0.176,0.212,155.927,4,3VygfAvvgVaJUeaBUSzlZu,Karma,1,0
0.646,0.626,5,-6.351,0.0729,0.0167,8.7e-06,0.112,0.372,83.981,4,3HYgLawcb8IUGHHlHUQffN,The Entertainment's Here,1,0
0.431,0.19,9,-9.362,0.0371,0.859,0.0,0.1,0.128,76.925,4,5MKfN1QC8ZWKeQGDFJSxaq,Turning Out Pt. ii,1,0
0.707,0.462,1,-6.696,0.117,0.0732,0.0,0.199,0.547,83.994,4,7hBRNyuEkGR4qj5nTDGTry,Birthday Party,1,0
0.654,0.606,2,-8.576,0.0717,0.0991,5.57e-05,0.31,0.358,90.058,4,3TgPhPv7z0D4pQhH8iKmDW,The Reason,1,0
0.855,0.423,5,-15.044,0.0585,0.724,0.469,0.0896,0.572,120.02,4,7qEKqBCD2vE5vIBsrUitpD,ilomilo,0,1
0.421,0.131,0,-18.435,0.0382,0.952,0.00453,0.109,0.12,137.446,4,6CcJMwBtXByIz4zQLzFkKc,i love you,1,0
0.319,0.0561,0,-23.023,0.045,0.935,0.00384,0.388,0.082,79.764,3,0tMSssfxAL2oV8Vri0mFHE,listen before i go,1,0
0.586,0.624,5,-5.946,0.113,0.0153,1.78e-06,0.133,0.267,68.976,4,6lOWoTqVnAWXchddtTH31W,Leave a Light On,1,0
0.59,0.682,8,-5.646,0.0483,0.0184,0.0,0.354,0.264,75.004,4,5e3vokINVx2oxBaEDPvhig,My Way,1,0
0.683,0.647,2,-6.36,0.0371,0.244,1.15e-05,0.0733,0.351,91.041,4,7ahYQRrOQSXJ5OhsLnpfU8,You're Not Missing Me,1,0
0.886,0.503,8,-7.189,0.0437,0.131,0.000692,0.104,0.55,106.024,4,0uPBYnoltG0oiZ2bOTy7iI,Winse,1,0
0.685,0.553,1,-6.965,0.0667,0.359,0.0,0.654,0.695,130.022,4,6iRTYLWbxXtUz00KQIWiTN,By Myself,0,1
0.796,0.5,3,-6.701,0.103,0.0592,0.0,0.068,0.736,130.037,4,24zfbM3UORHzHmoMfaB5uM,Alive,1,0
0.662,0.627,6,-8.445,0.38,0.41,1.24e-05,0.094,0.64,79.97,4,2RPkGBuwcjJIgSYMJgOTD2,Forest Fire,0,1
0.367,0.111,4,-14.084,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,4,43zdsphuZLzwA9k4DJhU0I,when the party's over,1,0
0.698,0.757,0,-5.82,0.0447,0.0831,0.0,0.195,0.349,95.031,4,5lIat5pyge2yKkV20FlgQ7,Little Do You Know,1,0
0.901,0.531,6,-4.118,0.0791,0.0263,0.0,0.097,0.687,105.026,4,1De8FIr9KBPm5owb0tmRKv,Something Different,0,1
0.744,0.826,8,-5.021,0.0984,0.0726,0.0,0.0798,0.801,90.015,4,4se7Lb1MkUZWj5DhC9CCNA,Lonely (feat. MAX) - Party Pupils Remix,0,1
0.478,0.634,0,-6.092,0.0728,0.395,0.00889,0.599,0.121,180.185,4,05IyD7K9Q4lgu8W4Xfi9Lx,Found You,1,0
0.625,0.763,8,-4.997,0.129,0.147,0.0106,0.214,0.721,88.753,4,3sTN90bIP2cJ1783ctHykO,Love$ick (feat. A$AP Rocky),0,1
0.771,0.848,2,-7.365,0.035,0.108,0.0,0.35,0.803,115.642,4,0NLBwQBYJhEM9t3KAMPFVR,Sold (The Grundy County Auction Incident),1,0
0.77,0.703,3,-6.032,0.0358,0.124,0.0,0.0626,0.873,94.959,4,0XNu9Mqd7TLnKRNVHpe6T5,Candle,1,0
0.802,0.645,5,-6.181,0.0715,0.272,0.0,0.119,0.376,100.001,4,6nDKrPlXdpomGBgAlO7UdP,SOS,0,1
0.892,0.738,6,-4.712,0.101,0.153,0.0,0.0357,0.691,106.996,4,5N8rlaknKdZKyXCZKl3rQK,Har Ghoont Mein Swag,1,0
0.901,0.4,0,-8.575,0.126,0.051,0.0,0.0599,0.346,135.984,4,6TqXcAFInzjp0bODyvrWEq,Talk (feat. Disclosure),1,0
0.432,0.52,1,-5.515,0.0548,0.277,0.371,0.138,0.303,164.047,4,2vsuel3g4zaLYSOY0mOMbi,Bad Luck,0,1
0.789,0.427,5,-9.918,0.308,0.0649,3.62e-05,0.171,0.605,97.032,4,5A1w94uzc1kO1Zhe8WWxC3,Right Back,0,1
0.618,0.693,1,-7.889,0.333,0.44,0.759,0.101,0.439,143.98,4,1WqLtczgKdbHFHhefOU0y7,Self,0,1
0.776,0.445,9,-8.574,0.0371,0.212,0.00409,0.124,0.405,109.981,4,1NgCWYuBLfqBDA3b8MgSVU,Twenty One,1,0
0.627,0.446,2,-9.477,0.0332,0.308,0.00077,0.111,0.11,139.994,4,2kAIpGWnlFLQh48iut6Zzq,Free Spirit,0,1
0.772,0.483,6,-10.06,0.0564,0.0521,0.000375,0.377,0.479,120.005,4,0HEckRWFSknIupbGzavk5d,Hundred,0,1
0.213,0.414,0,-9.725,0.0339,0.308,0.0257,0.0912,0.0553,79.556,4,5BfMJ6iytQnu1r7iiCYSXe,Intro,1,0
0.64,0.357,1,-10.582,0.0321,0.433,1.37e-05,0.127,0.148,124.518,4,65fbHxPPnRGPXaGN3PtpXd,Yeh Jo Des Hai Tera,1,0
0.283,0.655,9,-5.954,0.0699,0.0106,1.05e-06,0.0787,0.124,83.878,4,5u9GhIkVEUe6ATuvzxZC3e,Coldhearted,0,1
0.377,0.267,2,-13.29,0.0354,0.941,0.000155,0.0881,0.345,152.207,4,2LRnH4i15xWu1cBlofOQ3j,Fly - Acoustic,1,0
0.579,0.278,4,-9.255,0.0325,0.893,0.0,0.0929,0.286,127.439,4,0z4eTq4BtDiNN5IFQSUBau,About You Now,1,0
0.51,0.187,1,-12.12,0.0338,0.89,0.0,0.0897,0.369,87.782,4,3YToI74MpP1RN2b2VYlhMQ,May I Have This Dance,1,0
0.328,0.242,7,-9.923,0.0455,0.895,0.0,0.146,0.258,77.026,4,7osb1eYuVpKsKJDMe6bodj,Runnin’ Home to You,1,0
0.667,0.954,2,-3.462,0.0817,0.0296,0.0,0.331,0.807,114.0,4,72jGj8k9C7DIQesDYenUT3,Burnin' Up,1,0
0.623,0.608,1,-5.937,0.0434,0.426,0.0,0.105,0.263,84.98,4,6MjNilJCVKJq0LfFvo5jWJ,Fast,0,1
0.521,0.716,0,-4.838,0.0373,0.00543,0.0,0.0895,0.389,105.034,4,3i78lP1Y35m6Idgnbw9Fow,Infinity,1,0
0.664,0.698,10,-5.084,0.067,0.127,0.0,0.118,0.573,135.023,4,2pwnEzgIzYL4AOw4ousjkB,Let the Games Begin,1,0
0.521,0.526,5,-6.032,0.0281,0.243,0.00537,0.108,0.502,130.694,4,37zuIvk4KBkAxxLJsxJaHq,Would That I,1,0
0.499,0.769,1,-5.576,0.0522,0.00416,0.0274,0.117,0.333,110.835,3,5tCtCqWcXBf7eoIunSxlO8,Dinner & Diatribes,1,0
0.677,0.833,7,-4.997,0.0762,0.256,0.000158,0.142,0.631,90.997,4,69WkwzVjQS4Dc8QQtpz0qM,Nobody,1,0
0.456,0.75,9,-4.609,0.0444,0.115,1.69e-05,0.114,0.564,80.019,4,4byXh93siQtzKLdjKuJaAF,No Plan,0,1
0.523,0.687,7,-5.601,0.105,0.0215,2.86e-06,0.203,0.711,90.036,4,5Apvsk0suoivI1H8CmBglv,Almost (Sweet Music),1,0
0.842,0.734,1,-5.065,0.0588,0.0427,0.0,0.106,0.952,137.958,4,4y3OI86AEP6PQoDE6olYhO,Sucker,0,1
0.556,0.528,4,-8.033,0.0266,0.615,0.0964,0.122,0.163,159.821,4,1HNywa8Bk0TmzRwQrzhtPo,I Guess I Just Feel Like,1,0
0.837,0.364,8,-11.713,0.276,0.149,0.0,0.271,0.463,123.984,4,2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,1,0
0.589,0.829,7,-4.481,0.206,0.0111,2.7e-05,0.267,0.469,99.928,4,5FAPJX7F7M5IBYwNrUIo7G,Game Plan (feat. Jon Bellion),0,1
0.444,0.21,3,-10.811,0.0516,0.844,0.0,0.0956,0.306,145.944,1,524dq3zKwXrP4uPL6VwoWT,Yellow Lights,1,0
0.522,0.585,9,-5.382,0.0409,0.184,0.0,0.132,0.347,67.909,4,3gVDrOZJo1yQmILTT3gOjV,The Middle,0,1
0.8,0.578,4,-5.144,0.0485,0.00381,0.0,0.359,0.367,143.01,4,0QIjsbm2fh1cJ45XO9eGqq,Wake Up in the Sky,0,1
0.681,0.34,7,-8.617,0.0339,0.82,0.0,0.285,0.417,129.98,4,1Fo4OvzP9PThFKMeMIAEYu,Superhero,1,0
0.431,0.59,4,-6.053,0.0637,0.0174,0.0,0.251,0.283,179.784,4,2ARbWET1DAtjgcmzRHRDkm,The Other - Matisse & Sadko Remix,0,1
0.599,0.733,11,-7.058,0.203,0.176,0.0,0.242,0.534,102.211,4,7COXchtUOMd6uIT6HvmRaI,i'm so tired...,1,0
0.427,0.127,7,-12.731,0.0419,0.964,1.92e-06,0.109,0.259,76.357,4,1ITmQCb2v9dRppSxruOb2q,Nervous - Acoustic,1,0
0.517,0.651,1,-6.18,0.0342,0.108,0.0,0.0959,0.26,128.053,4,0uFehR61JaZQmGKhztycR5,Bitter Pill,0,1
0.381,0.481,4,-5.82,0.0365,0.0509,0.0,0.1,0.162,123.09,4,6FRQf2Epe15kLCDXQGUbBb,Always,1,0
0.335,0.377,3,-6.382,0.0381,0.772,0.0,0.108,0.201,78.956,4,2VBNlb28YDWwa0F2sJvcoa,Hard To Do,1,0
0.712,0.481,4,-5.415,0.0487,0.173,0.0,0.241,0.062,140.0,4,11kDth1aKUEUMq9r1pqyds,5% TINT,0,1
0.834,0.731,10,-5.603,0.0566,0.0462,0.0,0.0731,0.681,140.001,4,4KYS9GK68yeuUJ8vJfPxrq,WHO? WHAT!,0,1
0.487,0.789,8,-3.69,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,4,7wBJfHzpfI3032CSD7CE2m,STARGAZING,1,0
0.467,0.506,9,-9.271,0.029,0.648,3.21e-05,0.128,0.218,97.132,4,5ZtfujhQIVRZm2RMZPQ3iD,Only You,1,0
0.424,0.437,2,-8.588,0.0355,0.962,0.336,0.664,0.131,174.127,3,0jZO7p0nBUi9VHedWUBS9l,The Night We Met (feat. Phoebe Bridgers),1,0
0.211,0.372,7,-12.918,0.0417,0.504,0.00446,0.113,0.159,167.574,4,0TCfN6JFmBoH7mDWt4gMw7,Moln,1,0
0.409,0.137,6,-9.169,0.0446,0.928,0.0,0.0706,0.106,162.08,1,3QlF2ExmrRP0RM7ffv7y0Q,Lost Without You,1,0
0.481,0.605,3,-9.934,0.586,0.324,0.0,0.112,0.161,172.534,4,3CT7XtLj9Zl9aAp11Y6QlH,Say You Love Me,0,1
0.421,0.413,10,-8.999,0.11,0.654,0.0,0.105,0.352,84.037,4,5lRN4uMnqIpVAgWsopF6at,Saturday Nights REMIX,1,0
0.61,0.725,8,-5.131,0.15,0.367,0.0,0.154,0.291,146.163,4,7e4KQkp5ZR1gXCAalRjX6B,Nights Like This (feat. Ty Dolla $ign),1,0
0.696,0.589,1,-7.033,0.295,0.123,0.0,0.134,0.273,78.52,4,6pRkwu4Pt9d7Ki6g4ppOYj,Webbie (feat. Duke),0,1
0.654,0.235,2,-11.292,0.159,0.819,0.0,0.0891,0.061,88.903,4,4jnO4ztskhv3YkqgFnewtD,feelings fade,0,1
0.588,0.536,2,-8.83,0.0604,0.697,0.0,0.196,0.354,78.061,4,6zdO7yfGMdFzEaSYDaZgNf,Woke Up in Nashville,1,0
0.643,0.597,0,-13.034,0.111,0.000722,0.000108,0.113,0.157,139.857,4,0aL04tpzW92i8kwRbSXO5v,u just can't be replaced (feat. rosabeales),1,0
0.407,0.147,2,-8.822,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3,6Vc5wAMmXdKIAM7WUoEb7N,Say Something,1,0
0.712,0.839,10,-5.136,0.26,0.173,0.0,0.0814,0.565,99.909,4,7pnKWdgCxALV6FiGCsKYk2,Start It Over (feat. CVBZ & Shy Martin),1,0
0.578,0.692,9,-6.87,0.048,0.0016,0.109,0.0877,0.344,125.248,4,60ecHoeQ4PHbubW7Gjdvcw,Hunger,1,0
0.522,0.733,4,-5.404,0.0321,0.000776,0.557,0.159,0.186,125.993,4,6BFxwgQOv5RZvQngoaQ1ur,Human,0,1
0.581,0.75,0,-7.211,0.0304,0.00208,0.000442,0.109,0.325,132.195,4,4nnHOJqInr9r8c7RxuiT9j,Crystals,1,0
0.445,0.357,7,-9.163,0.0445,0.153,0.0,0.356,0.159,147.062,4,5JkUNbYSn06ghlmu0NRUMf,Lose You Too,1,0
0.707,0.484,9,-6.579,0.0481,0.891,0.00344,0.256,0.43,92.988,4,25YvGDl2zSE0pH8jrMZ6aY,Therapy,0,1
0.635,0.675,2,-3.445,0.0263,0.0801,0.0,0.0831,0.273,113.946,4,2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,1,0
0.754,0.663,6,-6.311,0.427,0.0555,0.0,0.101,0.207,90.195,4,0Veyvc3n9AcLSoK3r1dA12,Voices in My Head,0,1
0.718,0.454,8,-9.012,0.127,0.153,4.6e-05,0.116,0.196,89.483,4,18yllZD0TdF7ykcREib8Z1,I Did It,1,0
0.762,0.553,5,-7.207,0.112,0.55,0.0,0.115,0.773,119.973,4,1Gno5IBUHh6vUKp4nxu2Yd,Love Drugs and Sex,0,1
0.792,0.484,7,-7.801,0.155,0.558,0.0,0.134,0.353,140.019,4,2A4vCndSkZ3jd5nfh3a8gc,Skeezers,0,1
0.78,0.402,5,-9.255,0.149,0.188,0.0,0.0597,0.483,160.046,4,1srm5YnZiu7Ksnd2UTTmmk,Savage,0,1
0.741,0.556,7,-6.647,0.0947,0.22,0.0,0.0981,0.616,140.056,4,3UhRsQVrELOATEiY7E9X2T,Come Closer (feat. Queen Naija),0,1
0.842,0.605,1,-6.293,0.0559,0.358,0.0,0.0843,0.591,130.027,4,02CQH5capUYovYSiSiwKgX,Bosses and Workers (feat. Don Q and Trap Manny),0,1
0.761,0.61,6,-7.039,0.094,0.379,0.0,0.123,0.479,141.955,4,3TwzcgoO6mbgX3E7Bn1RAy,The Reaper,1,0
0.503,0.751,6,-5.785,0.35,0.215,0.0,0.0551,0.324,90.04,4,3mUk1wiSBpiuK4oSSyDmTQ,Uptown / Bustdown (feat. PnB Rock and Lil Durk),0,1
0.83,0.536,4,-6.324,0.152,0.0919,0.0,0.102,0.375,139.961,4,0OAyZn9pGuuL2FJih1PM58,Billie Jean,0,1
0.705,0.65,7,-5.654,0.212,0.359,0.0,0.169,0.658,91.053,4,5h66wqaGklsSa8eSxTwcJT,4 Min Convo (Favorite Song),0,1
0.672,0.735,5,-4.733,0.0457,0.286,0.0,0.242,0.754,115.741,4,4ofwffwvvnbSkrMSCKQDaC,Shotgun,1,0
0.776,0.379,9,-9.351,0.331,0.213,0.00175,0.0969,0.346,82.531,4,6X7qcg95CAeJpTjtg1wooM,&burn (with Vince Staples),0,1
0.427,0.123,9,-15.228,0.0497,0.868,3.12e-05,0.0732,0.0394,129.565,5,1WsEgieHsWWndAzLkmV105,hostage,0,1
0.826,0.188,0,-12.181,0.0883,0.882,2.83e-06,0.103,0.205,130.022,4,3WxmlTZ85sCYFnuIXmUAEe,party favor,1,0
0.483,0.412,7,-8.461,0.0402,0.737,0.0,0.116,0.247,170.163,3,41zXlQxzTi6cGAjpOXyLYH,idontwannabeyouanymore,1,0
0.695,0.573,4,-8.597,0.106,0.46,0.0734,0.482,0.408,99.939,4,1ni8ZTAY1GHXEFOGHl7fdg,bellyache,0,1
0.441,0.599,0,-8.985,0.225,0.333,0.00198,0.103,0.35,165.212,4,7eB1V5LvAdxCc7brfGhRRo,watch,1,0
0.664,0.542,9,-6.917,0.27,0.19,0.0,0.324,0.0852,140.865,4,6KdA9pz4KS4avq0CUqblAV,If I Gotta Go,0,1
0.612,0.348,7,-10.664,0.512,0.706,0.0,0.104,0.197,81.145,4,0CveX6X9yK6jJKzIsAWroR,Let's Start Over,1,0
0.759,0.646,5,-7.815,0.304,0.0164,0.0,0.137,0.242,145.005,4,2BJpuAoDeQ1QuPvnryfAWK,No Promises,0,1
0.85,0.551,0,-7.197,0.0572,0.0559,0.0,0.161,0.634,104.967,4,74d9QhneUCIUvO00ev5kyX,Just a Little Longer,1,0
0.791,0.587,3,-5.075,0.0413,0.407,0.0,0.148,0.536,96.057,4,3J5YrOvX2A0EA0j4BARQ9o,Look Back at It,0,1
0.805,0.33,1,-8.712,0.1,0.22,0.0,0.105,0.211,121.97,4,7t2bFihaDvhIrd2gn2CWJO,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",0,1
0.479,0.446,11,-7.291,0.0377,0.825,2.49e-06,0.0926,0.118,130.63,4,4OsBjrJQbPSMAqdjLBaGOt,Home,1,0
0.567,0.196,6,-12.008,0.162,0.831,3.63e-05,0.112,0.455,121.316,4,2My7DsxhZodhsguIHCqAGm,Wouldn't Mean A Thing,1,0
0.68,0.34,6,-6.985,0.115,0.56,0.0021,0.0705,0.391,131.353,3,1I9GllIh1R3EMvTFT5Tfn7,Fair-Weather Friend,1,0
0.772,0.256,7,-8.545,0.0481,0.491,0.00612,0.144,0.357,118.902,3,2k9N4caeCIJLOWwWwssrEM,Easily,0,1
0.613,0.47,2,-8.13,0.149,0.122,0.0,0.108,0.318,167.652,4,5Ta0BuVhRMSrebPd89wv01,R U OK?,0,1
0.353,0.753,1,-6.276,0.74,0.0833,0.0,0.383,0.432,191.142,4,2N6bB5ck67CNILInUX1Ctw,Growing Pains,0,1
0.547,0.462,1,-6.04,0.308,0.0972,5.29e-06,0.0933,0.16,111.524,4,1BGIZCaDu29MK8DsykL7Hb,Not Today,1,0
0.532,0.292,8,-10.167,0.381,0.84,0.0,0.321,0.635,82.441,4,2DePNQmfS4t6iUETRU72uH,I Don't Want To,0,1
0.497,0.697,9,-4.888,0.19,0.211,0.0,0.165,0.799,79.164,4,6qVwzCWDC6Kiatl7v2it7D,7 Days,0,1
0.613,0.668,0,-6.134,0.162,0.00421,2.04e-06,0.324,0.622,150.173,4,7eXT7U3FKrOM88xr1DsNwc,Trust My Lonely,1,0
0.717,0.168,7,-12.432,0.104,0.936,0.0,0.127,0.592,100.811,4,4MT0yNKM7GYPkRsk1Uvo7G,Wherever I Live,1,0
0.47,0.792,4,-4.788,0.0972,0.0483,2.08e-06,0.129,0.409,150.956,4,6Dw696uOB5aKDyLzUJREBr,All We Know,1,0
0.69,0.553,7,-5.354,0.0395,0.283,1.57e-06,0.14,0.645,107.975,3,0YBChynpAc8Sji0I067rzT,Comfortable,0,1
0.492,0.267,7,-9.25,0.0336,0.8,0.0,0.249,0.137,117.679,3,4WzhjxvLP95y7AMDy0Atwb,Out Of Love,1,0
0.705,0.516,0,-5.77,0.119,0.583,0.0,0.078,0.421,115.761,4,0JjJGeUbFqCRe4nKNVCAz9,Girl Next Door,1,0
0.582,0.622,0,-5.573,0.192,0.354,0.0,0.489,0.495,149.796,4,2extUHGb7pATAetKTWP0yH,My Kind,0,1
0.411,0.793,11,-3.995,0.11,0.0469,0.0,0.0771,0.611,111.471,3,1CThXRPjFSZZuKDjFtUusq,Easier Said,0,1
0.429,0.221,7,-9.096,0.0432,0.983,0.0,0.168,0.327,87.072,3,5DSEsH11oe6IyStmZ8o0NT,Growing Pains (Reprise),1,0
0.686,0.469,1,-9.065,0.291,0.612,0.0,0.121,0.156,72.998,4,3woRy7uxzl1lO2XO99oHsN,The Man Who Has Everything,1,0
0.678,0.76,1,-5.546,0.221,0.0557,0.0,0.359,0.24,96.044,4,3EQ9QP2E7wjYQba8OSPBst,Intro,1,0
0.682,0.639,8,-4.406,0.292,0.0284,0.0,0.197,0.183,89.09,4,45CCe4gu08OYG1I4MH8TU6,Trauma,1,0
0.603,0.67,2,-4.809,0.25,0.0871,0.0,0.326,0.159,89.842,4,6pUBrvKfJL4qmn95mxU7rC,Respect the Game,1,0
0.488,0.803,6,-4.165,0.205,0.0786,0.0,0.215,0.319,167.329,4,5DTOk0tCrmicVQP4mc6hkr,Championships,0,1
0.481,0.483,4,-8.174,0.331,0.171,0.0,0.0964,0.453,79.012,4,3gHLXLJ9JE1oOayo3ar4E5,100 Summers,0,1
0.734,0.493,0,-7.528,0.308,0.0467,0.0,0.0477,0.562,86.043,4,3lb5fWSG2p7x8ik8HN9oFR,Dangerous (feat. Jeremih and PnB Rock),1,0
0.296,0.781,6,-7.148,0.451,0.0377,0.0,0.805,0.367,77.27,4,75ld9n7watXCD0nHnE931J,Cold Hearted II,1,0
0.779,0.355,10,-8.971,0.0789,0.0624,0.0,0.159,0.362,128.805,4,4yVEpUXxYgBwfSOKGTFxv5,REEL IT IN (feat. Gucci Mane) - Remix,0,1
0.351,0.296,4,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284,4,0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),0,1
0.64,0.321,0,-14.604,0.0931,0.693,0.0307,0.114,0.177,145.045,4,7wC5eZcFS1Q1BsQ35DU6H4,come out and play,1,0
0.55,0.826,4,-4.345,0.262,0.511,0.0,0.465,0.625,72.212,4,15YteXcgC1tRTDrKKclPOp,Oodles O' Noodles Babies,0,1
0.331,0.523,5,-8.321,0.0375,0.227,0.00114,0.144,0.305,87.782,4,1xjIDl9Eh5lBMjIRqMnAZL,42,1,0
0.553,0.711,7,-7.714,0.0453,0.063,8.41e-06,0.0759,0.299,99.997,4,63J2iqaDDp92P1eZgvuELp,Guiding Light,1,0
0.592,0.555,1,-10.499,0.0381,0.662,0.452,0.111,0.142,156.957,4,7pEUVoZDoQg4NQwmMcyjhQ,Woman,0,1
0.445,0.773,2,-7.227,0.0441,0.00539,0.153,0.131,0.313,191.966,4,5V0nHhlYIjUMfcSoJ5ziRD,Beloved,1,0
0.465,0.267,0,-14.264,0.0315,0.734,0.678,0.205,0.0757,132.002,4,4W3LpDT8Z1DrlzOrLUkoo4,The Wild,1,0
0.468,0.182,0,-15.562,0.0401,0.837,0.0132,0.0678,0.0382,155.102,4,3JD5xfa8pgJi0AzdRCRETW,October Skies,1,0
0.503,0.598,2,-8.273,0.0362,0.128,0.0983,0.106,0.196,162.905,4,0NT1kKtulqe2aA5h9ECmK8,Slip Away,1,0
0.67,0.567,2,-9.732,0.0357,0.328,0.015,0.0873,0.434,139.995,4,0SwB9nk7EfDUnIGbz7Go9G,Rose Of Sharon,1,0
0.642,0.52,6,-10.925,0.0822,0.443,0.00714,0.153,0.32,159.883,4,2Ol7kKQl9x3yCD1vA3B4xh,Picture You,1,0
0.391,0.626,11,-9.286,0.071,0.0855,0.758,0.0667,0.217,160.222,4,18hCeq7QyzfTrcbjOcmg6z,Darkness Visible,0,1
0.44,0.492,2,-9.532,0.0359,0.264,0.0114,0.0917,0.0632,99.966,4,0kCXl1osqLn1lPQGSyB9d8,If I Say,0,1
0.517,0.233,7,-14.427,0.0478,0.875,0.00247,0.0625,0.252,81.267,4,6hPYxl1NM4D1XHjYWnk2Y1,Wild Heart,0,1
0.388,0.371,11,-10.096,0.0405,0.386,0.000593,0.121,0.0958,137.693,4,496cFi1qz79MwI0q6wKh2r,Forever,1,0
0.539,0.431,2,-10.117,0.0433,0.111,0.00262,0.0535,0.204,119.489,4,39r3UkUOYMh9pPQmKSZnuE,Delta,1,0
0.752,0.488,6,-7.05,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4,5p7ujcrUXASCNwRaWNHR1C,Without Me,1,0
0.834,0.73,8,-3.714,0.222,0.00513,0.0,0.124,0.446,155.008,4,2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,1,0
0.551,0.755,11,-6.255,0.0678,0.0178,0.0,0.466,0.296,109.835,4,5J783SDlyitqvLFAzTm0jU,Chances,1,0
0.271,0.474,0,-9.718,0.0498,0.317,0.000489,0.097,0.362,177.907,4,1SefvAcZtoZo22njnX2qy7,Mah's Joint (feat. Quincy Jones),1,0
0.347,0.672,7,-6.661,0.52,0.0118,0.000154,0.245,0.565,195.225,4,7pMS0byKI7V1Mpl0SlWEDq,Couples Retreat,1,0
0.701,0.828,7,-5.606,0.297,0.244,0.0,0.417,0.651,89.988,4,7HKSWfpxHhllSmoLk9AQz8,Adult Swim (feat. Tuamie),1,0
0.384,0.465,0,-8.554,0.0341,0.29,2.22e-05,0.359,0.636,131.604,4,4FUDWkguOUVpLRAVn5C20z,Blu,1,0
0.767,0.792,5,-5.053,0.225,0.106,1.02e-05,0.145,0.699,119.168,4,359Q4gGdrQIFhRzs7J8gZu,The Internet,0,1
0.362,0.377,2,-9.713,0.0339,0.732,0.000631,0.127,0.294,137.891,4,7cK7hDrE7vAesPf8xd5zmb,Stupid Deep,1,0
0.518,0.587,0,-7.937,0.12,0.0168,1.19e-06,0.206,0.631,98.367,4,1eftOUoeMO1JkSQQmS6jXF,JT,1,0
